Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,buyDrinks,TotalSpent_RM,latitude,longitude,Num_of_Baskets,DateTime,dayOfWeek,busyness_(%),Rain_(mm)
malay,male,fat,19.0,no,no_kids,big,blue,casual,white,long sleeve,yellow,long,blankets,3,9,no,50.0,3.0,17.0,3.080729808,101.3841531,3.0,2016-01-02 05:56:06,Monday,55,3.51
foreigner ,female,fat,49.0,yes,baby,big,grey,traditional,green,short_sleeve,purple,long,clothes,4,9,yes,40.0,1.0,14.0,3.068390576,101.5823247,2.0,2016-01-02 06:43:17,Monday,50,3.51
indian,female,thin,59.0,yes,toddler ,big,purple,formal,red,long sleeve,blue,long,blankets,5,8,yes,36.0,1.0,12.0,3.074180249,101.4256907,1.0,2016-01-02 10:06:01,Monday,30,3.51
foreigner ,male,moderate,56.0,yes,baby,big,pink,casual,black ,long sleeve,black ,long,blankets,3,10,yes,11.0,1.0,11.0,3.122534682,101.7746233,1.0,2016-01-02 10:22:16,Monday,30,3.51
malay,male,thin,21.0,no,no_kids,big,orange,formal,black,short_sleeve,green,short,blankets,4,10,no,47.0,0.0,14.0,3.077381331,101.6679572,1.0,2016-01-02 11:10:15,Monday,30,3.51
foreigner ,male,thin,34.0,no,no_kids,small,green,casual,green,short_sleeve,black ,short,clothes,6,8,yes,44.0,3.0,11.0,3.132483305,101.670761,2.0,2016-01-02 11:26:24,Monday,30,3.51
foreigner ,male,fat,58.0,no,no_kids,big,black,formal,white,long sleeve,grey,short,blankets,5,8,yes,47.0,1.0,12.0,3.005915845,101.4585759,3.0,2016-01-02 15:10:25,Monday,30,3.51
malay,female,thin,40.0,no,no_kids,big,white,casual,orange,short_sleeve,blue,short,clothes,6,8,no,12.0,0.0,8.0,3.133697645,101.7066789,3.0,2016-01-02 15:15:14,Monday,30,3.51
foreigner ,female,thin,23.0,no,no_kids,big,blue,formal,red,short_sleeve,grey,short,clothes,3,7,yes,50.0,4.0,14.0,3.120993843,101.6271715,1.0,2016-01-02 15:58:41,Monday,30,3.51
foreigner ,male,fat,57.0,yes,young,small,red,casual,white,long sleeve,blue_jeans,short,clothes,3,8,yes,38.0,3.0,15.0,3.197360025,101.7573613,1.0,2016-01-02 16:24:28,Monday,30,3.51
malay,male,thin,35.0,no,no_kids,small,brown,casual,brown,long sleeve,black ,long,blankets,4,7,yes,47.0,4.0,15.0,3.120020042,101.6423861,2.0,2016-01-02 17:02:40,Monday,30,3.51
indian,female,thin,34.0,yes,toddler,small,yellow,casual,purple,short_sleeve,pink,short,clothes,3,7,yes,44.0,5.0,9.0,3.069521851,101.5990422,3.0,2016-01-02 17:16:16,Monday,30,3.51
chinese,male,thin,23.0,no,no_kids,big,purple,traditional,yellow,long sleeve,pink,short,clothes,3,9,no,26.0,0.0,13.0,3.13281834,101.5800529,1.0,2016-01-02 17:34:05,Monday,30,3.51
foreigner ,male,moderate,33.0,yes,young,small,white,casual,brown,long sleeve,blue  ,short,clothes,3,8,no,22.0,4.0,13.0,3.105792753,101.7092262,3.0,2016-01-02 17:34:32,Monday,30,3.51
malay,male,fat,39.0,yes,young,big,blue,casual,black ,long sleeve,blue ,short,clothes,5,9,yes,26.0,4.0,10.0,3.076361475,101.6516398,1.0,2016-01-02 17:34:35,Monday,30,3.51
indian,female,fat,50.0,yes,toddler,small,orange,casual,blue,short_sleeve,purple,long,clothes,5,9,yes,17.0,0.0,16.0,3.108701057,101.670334,1.0,2016-01-02 17:37:36,Monday,30,3.51
foreigner ,female,thin,45.0,yes,young,small,black,formal,black,long sleeve,white,long,clothes,3,10,no,20.0,1.0,12.0,3.024781009,101.5130721,2.0,2016-01-02 17:57:21,Monday,30,3.51
malay,female,moderate,44.0,no,no_kids,small,blue,formal,grey,long sleeve,white,long,clothes,6,7,no,13.0,5.0,7.0,3.069712088,101.6726597,2.0,2016-01-02 18:36:22,Monday,25,3.51
indian,male,thin,53.0,yes,baby,small,brown,traditional,red,short_sleeve,red,short,clothes,4,7,no,51.0,5.0,7.0,3.098117533,101.7287152,1.0,2016-01-02 19:01:44,Monday,30,3.51
malay,female,moderate,59.0,no,no_kids,big,grey,casual,red,long sleeve,yellow,long,blankets,3,8,yes,35.0,4.0,20.0,3.102703947,101.6699478,1.0,2016-01-02 19:17:26,Monday,30,3.51
foreigner ,male,moderate,50.0,no,no_kids,big,grey,traditional,yellow,short_sleeve,brown,short,clothes,4,10,yes,30.0,4.0,10.0,3.083097219,101.6525555,1.0,2016-01-02 20:38:41,Monday,35,3.51
foreigner ,female,thin,21.0,yes,toddler,big,brown,formal,green,short_sleeve,black ,short,blankets,5,9,no,23.0,4.0,17.0,3.114979445,101.6201823,2.0,2016-01-02 21:10:54,Monday,40,3.51
foreigner ,female,thin,41.0,yes,young,small,pink,casual,black,long sleeve,black,long,blankets,6,10,yes,24.0,0.0,9.0,3.108667176,101.7065093,3.0,2016-01-02 21:47:01,Monday,40,3.51
malay,male,thin,34.0,no,no_kids,small,grey,traditional,yellow,long sleeve,purple,long,clothes,5,7,no,48.0,0.0,14.0,3.073603182,101.5830169,3.0,2016-01-02 23:19:46,Monday,55,3.51
foreigner ,female,thin,27.0,no,no_kids,small,orange,casual,blue,long sleeve,blue_jeans,short,blankets,4,8,yes,43.0,1.0,20.0,3.107045327,101.5726932,2.0,2016-01-02 23:33:14,Monday,55,3.51
indian,male,thin,60.0,yes,toddler,small,pink,casual,white,long sleeve,blue  ,short,blankets,3,9,yes,17.0,0.0,12.0,3.06396735,101.6319009,1.0,2016-01-03 01:01:06,Tuesday,40,2.77
chinese,male,fat,55.0,yes,toddler,big,grey,formal,white,short_sleeve,brown,long,clothes,4,7,no,33.0,3.0,15.0,3.157821991,101.7117694,2.0,2016-01-03 01:30:48,Tuesday,40,2.77
chinese,female,moderate,42.0,yes,toddler ,small,blue,traditional,orange,long sleeve,pink,short,blankets,3,8,yes,37.0,5.0,12.0,3.193638536,101.7481171,2.0,2016-01-03 01:57:23,Tuesday,40,2.77
chinese,male,fat,25.0,no,no_kids,small,blue,formal,yellow,long sleeve,blue  ,short,clothes,6,8,no,41.0,5.0,10.0,3.083651836,101.6736881,3.0,2016-01-03 04:33:59,Tuesday,45,2.77
foreigner ,male,moderate,37.0,no,no_kids,big,pink,formal,red,long sleeve,brown,short,blankets,4,10,no,22.0,3.0,21.0,3.128052667,101.6187632,1.0,2016-01-03 04:34:34,Tuesday,45,2.77
indian,female,fat,55.0,no,no_kids,big,yellow,traditional,blue,short_sleeve,green,short,blankets,3,8,yes,38.0,5.0,17.0,3.125469715,101.7197169,3.0,2016-01-03 07:20:06,Tuesday,50,2.77
indian,male,thin,48.0,no,no_kids,small,white,casual,orange,short_sleeve,black,short,clothes,4,8,no,53.0,0.0,14.0,3.054662549,101.4930169,1.0,2016-01-03 07:59:05,Tuesday,50,2.77
foreigner ,male,moderate,48.0,yes,toddler ,small,blue,formal,pink,short_sleeve,blue_jeans,short,blankets,5,9,yes,26.0,1.0,20.0,3.05166625,101.439128,1.0,2016-01-03 08:55:19,Tuesday,35,2.77
malay,female,moderate,24.0,no,no_kids,big,grey,formal,blue,long sleeve,red,long,blankets,5,8,no,12.0,2.0,11.0,3.154738177,101.7547503,1.0,2016-01-03 09:13:19,Tuesday,25,2.77
chinese,male,thin,44.0,no,no_kids,small,brown,casual,orange,short_sleeve,black,short,blankets,3,10,no,45.0,5.0,8.0,3.116014608,101.6327245,3.0,2016-01-03 12:31:47,Tuesday,15,2.77
chinese,female,moderate,41.0,no,no_kids,big,white,traditional,pink,short_sleeve,pink,short,blankets,5,9,yes,46.0,5.0,11.0,3.083466265,101.7007304,3.0,2016-01-03 14:44:22,Tuesday,15,2.77
malay,male,fat,60.0,no,no_kids,small,brown,casual,pink,long sleeve,brown,short,blankets,3,7,no,35.0,2.0,10.0,3.075803838,101.7097628,1.0,2016-01-03 15:27:09,Tuesday,10,2.77
indian,male,fat,36.0,yes,toddler,small,black,traditional,blue,long sleeve,black,short,clothes,6,7,no,40.0,4.0,13.0,3.070245297,101.6537679,2.0,2016-01-03 18:12:34,Tuesday,10,2.77
malay,female,fat,21.0,no,no_kids,small,black,traditional,black,short_sleeve,pink,long,clothes,6,8,no,27.0,5.0,13.0,3.127911489,101.6935988,3.0,2016-01-03 19:26:51,Tuesday,10,2.77
chinese,female,fat,59.0,yes,toddler ,small,white,casual,white,short_sleeve,black,long,clothes,6,10,no,17.0,2.0,8.0,3.106680746,101.7510245,3.0,2016-01-03 19:49:57,Tuesday,10,2.77
foreigner ,female,moderate,31.0,no,no_kids,small,pink,traditional,green,long sleeve,green,long,clothes,5,7,yes,17.0,3.0,9.0,3.175470592,101.5804955,2.0,2016-01-03 19:57:43,Tuesday,10,2.77
foreigner ,male,fat,22.0,yes,toddler ,big,red,casual,green,long sleeve,yellow,long,clothes,5,9,no,30.0,4.0,21.0,3.114811955,101.7420008,2.0,2016-01-03 20:31:08,Tuesday,15,2.77
foreigner ,male,thin,51.0,no,no_kids,big,purple,casual,orange,long sleeve,blue_jeans,long,blankets,4,7,no,36.0,0.0,7.0,3.185348069,101.7227578,2.0,2016-01-03 21:35:18,Tuesday,25,2.77
malay,female,thin,56.0,yes,toddler,big,red,casual,black,short_sleeve,red,short,blankets,6,8,yes,25.0,5.0,21.0,3.14241231,101.6537026,3.0,2016-01-03 21:52:06,Tuesday,25,2.77
malay,female,moderate,38.0,no,no_kids,small,purple,casual,white,short_sleeve,blue_jeans,long,clothes,6,7,yes,47.0,3.0,10.0,3.108242879,101.7806636,3.0,2016-01-03 22:11:58,Tuesday,40,2.77
indian,female,thin,56.0,no,no_kids,small,white,casual,black ,long sleeve,purple,long,blankets,5,7,yes,18.0,0.0,20.0,3.030650743,101.4430843,1.0,2016-01-04 00:16:30,Friday,60,10.75
malay,female,moderate,59.0,no,no_kids,small,green,traditional,orange,long sleeve,black ,short,clothes,5,8,no,50.0,3.0,10.0,3.111202431,101.6810249,3.0,2016-01-04 00:55:17,Friday,60,10.75
malay,male,thin,39.0,no,no_kids,big,yellow,casual,black ,long sleeve,black,long,blankets,3,7,no,51.0,2.0,16.0,3.072231633,101.673614,1.0,2016-01-04 02:31:09,Friday,45,10.75
foreigner ,male,fat,26.0,yes,baby,small,red,traditional,blue,short_sleeve,brown,short,blankets,4,9,no,58.0,5.0,7.0,3.181295447,101.5979924,1.0,2016-01-04 02:35:48,Friday,45,10.75
indian,female,thin,31.0,no,no_kids,big,purple,casual,green,short_sleeve,black,short,clothes,5,9,yes,40.0,5.0,13.0,3.135284883,101.7560702,1.0,2016-01-04 02:43:55,Friday,45,10.75
indian,female,moderate,20.0,no,no_kids,small,blue,traditional,purple,short_sleeve,brown,short,blankets,6,8,no,28.0,3.0,10.0,3.119363593,101.6481363,1.0,2016-01-04 03:35:59,Friday,45,10.75
foreigner ,female,moderate,52.0,no,no_kids,small,pink,traditional,white,short_sleeve,grey,short,blankets,6,10,yes,37.0,1.0,10.0,3.140749355,101.7617548,1.0,2016-01-04 04:29:36,Friday,55,10.75
foreigner ,female,thin,34.0,no,no_kids,big,white,casual,grey,long sleeve,purple,long,clothes,5,10,yes,16.0,3.0,7.0,3.07676122,101.6097616,1.0,2016-01-04 04:36:28,Friday,55,10.75
indian,female,moderate,25.0,yes,baby,small,orange,traditional,pink,long sleeve,blue,long,blankets,4,10,no,16.0,4.0,16.0,3.097244968,101.6572215,3.0,2016-01-04 05:13:15,Friday,45,10.75
malay,male,moderate,49.0,no,no_kids,big,yellow,casual,black,long sleeve,grey,short,blankets,4,7,yes,32.0,3.0,16.0,3.054975704,101.507195,2.0,2016-01-04 07:44:27,Friday,50,10.75
indian,male,moderate,56.0,no,no_kids,small,pink,casual,black ,long sleeve,pink,long,clothes,4,9,yes,18.0,5.0,14.0,3.095059169,101.4529118,2.0,2016-01-04 07:57:09,Friday,50,10.75
malay,male,fat,41.0,no,no_kids,small,white,casual,red,short_sleeve,pink,long,clothes,4,7,yes,34.0,2.0,7.0,3.152972619,101.5593088,3.0,2016-01-04 07:59:07,Friday,50,10.75
foreigner ,male,fat,38.0,no,no_kids,big,black,formal,blue,short_sleeve,grey,short,clothes,6,7,yes,38.0,1.0,14.0,3.092319553,101.5007941,1.0,2016-01-04 08:30:29,Friday,40,10.75
chinese,female,moderate,42.0,no,no_kids,big,purple,formal,black ,long sleeve,pink,short,blankets,6,10,no,24.0,4.0,16.0,3.067132026,101.6673096,3.0,2016-01-04 09:00:28,Friday,35,10.75
foreigner ,female,fat,29.0,no,no_kids,big,green,traditional,black ,short_sleeve,grey,long,clothes,6,8,yes,32.0,3.0,7.0,3.166409093,101.7605557,2.0,2016-01-04 09:12:55,Friday,35,10.75
chinese,female,thin,40.0,yes,baby,small,red,traditional,yellow,long sleeve,blue,long,blankets,5,9,no,22.0,0.0,14.0,3.12671858,101.7003654,1.0,2016-01-04 11:39:14,Friday,25,10.75
foreigner ,male,moderate,50.0,no,no_kids,big,purple,casual,grey,long sleeve,black,short,blankets,4,10,yes,31.0,4.0,19.0,3.153727618,101.5909851,2.0,2016-01-04 11:52:23,Friday,25,10.75
indian,male,moderate,25.0,yes,toddler,big,red,formal,orange,short_sleeve,black,short,blankets,3,7,no,46.0,5.0,14.0,3.094636654,101.6988921,3.0,2016-01-04 12:38:16,Friday,25,10.75
foreigner ,female,fat,18.0,no,no_kids,small,yellow,formal,red,short_sleeve,green,short,clothes,6,8,yes,37.0,0.0,19.0,3.077448871,101.5065828,3.0,2016-01-04 12:47:24,Friday,25,10.75
malay,male,fat,47.0,yes,baby,small,yellow,formal,blue,short_sleeve,orange,short,clothes,6,9,no,32.0,1.0,13.0,3.10061293,101.6471034,1.0,2016-01-04 13:35:50,Friday,25,10.75
chinese,female,thin,35.0,no,no_kids,small,white,traditional,pink,short_sleeve,orange,short,clothes,4,10,no,44.0,4.0,14.0,3.103927962,101.6745323,2.0,2016-01-04 14:36:25,Friday,25,10.75
malay,female,moderate,45.0,yes,young,small,blue,traditional,brown,long sleeve,black,short,clothes,3,9,yes,56.0,0.0,9.0,3.030941038,101.3868191,2.0,2016-01-04 15:51:39,Friday,20,10.75
malay,female,fat,57.0,no,no_kids,big,black,formal,green,long sleeve,red,short,clothes,4,9,no,37.0,1.0,9.0,3.073154297,101.6879188,2.0,2016-01-04 16:40:37,Friday,20,10.75
malay,male,thin,21.0,no,no_kids,big,black,formal,red,long sleeve,brown,long,clothes,6,7,no,18.0,5.0,12.0,3.077977071,101.4031847,2.0,2016-01-04 17:40:44,Friday,20,10.75
malay,male,thin,47.0,no,no_kids,big,purple,casual,red,short_sleeve,blue_jeans,long,clothes,5,9,no,54.0,3.0,9.0,3.037918988,101.5006554,3.0,2016-01-04 17:49:06,Friday,20,10.75
foreigner ,female,fat,60.0,no,no_kids,small,black,traditional,black ,long sleeve,black,long,blankets,4,10,yes,25.0,4.0,8.0,3.175026457,101.6424889,3.0,2016-01-04 19:32:13,Friday,30,10.75
foreigner ,male,fat,26.0,yes,toddler,big,green,casual,brown,short_sleeve,black,long,blankets,3,8,no,38.0,1.0,20.0,3.149566969,101.7593642,1.0,2016-01-04 20:37:29,Friday,40,10.75
indian,male,thin,26.0,yes,young,big,green,traditional,brown,long sleeve,purple,long,clothes,6,8,yes,51.0,4.0,11.0,3.16906726,101.7024769,2.0,2016-01-04 23:00:06,Friday,65,10.75
chinese,male,thin,40.0,no,no_kids,big,green,traditional,blue,short_sleeve,blue  ,long,blankets,5,9,yes,11.0,5.0,9.0,3.10418662,101.6401901,3.0,2016-01-04 23:00:17,Friday,65,10.75
indian,male,fat,38.0,no,no_kids,small,green,formal,blue,long sleeve,pink,short,blankets,4,9,no,43.0,4.0,18.0,3.077664221,101.6698648,1.0,2016-01-04 23:28:45,Friday,65,10.75
chinese,male,moderate,19.0,no,no_kids,big,blue,traditional,yellow,long sleeve,black,short,clothes,3,8,yes,53.0,3.0,12.0,3.076050214,101.6918082,3.0,2016-01-05 00:56:17,Sunday,65,4.99
indian,female,thin,22.0,yes,toddler ,small,grey,traditional,orange,long sleeve,blue  ,short,clothes,6,10,no,41.0,1.0,21.0,3.110993068,101.6444469,1.0,2016-01-05 02:44:46,Sunday,70,4.99
indian,male,fat,48.0,no,no_kids,big,purple,traditional,purple,long sleeve,red,short,clothes,3,9,no,32.0,1.0,11.0,3.123091369,101.7032001,1.0,2016-01-05 03:01:00,Sunday,70,4.99
indian,female,thin,40.0,no,no_kids,big,grey,casual,pink,long sleeve,white,long,clothes,5,9,yes,49.0,2.0,15.0,3.042493481,101.402909,1.0,2016-01-05 03:35:47,Sunday,70,4.99
indian,male,moderate,37.0,yes,toddler,big,green,casual,black,short_sleeve,blue  ,long,blankets,5,10,yes,53.0,1.0,8.0,3.105184836,101.6156926,3.0,2016-01-05 04:21:34,Sunday,50,4.99
malay,female,thin,59.0,yes,toddler ,small,purple,formal,black,long sleeve,pink,long,clothes,5,7,no,40.0,5.0,15.0,3.105661416,101.6724547,3.0,2016-01-05 04:32:34,Sunday,50,4.99
indian,male,fat,57.0,yes,young,small,yellow,casual,black,short_sleeve,brown,short,clothes,6,8,no,33.0,1.0,16.0,2.996207263,101.4637557,3.0,2016-01-05 05:04:12,Sunday,50,4.99
indian,female,moderate,46.0,no,no_kids,big,pink,formal,brown,long sleeve,white,short,blankets,5,9,yes,17.0,0.0,20.0,3.087118501,101.6487469,3.0,2016-01-05 05:54:21,Sunday,50,4.99
chinese,female,thin,27.0,no,no_kids,big,pink,formal,black ,long sleeve,white,long,blankets,6,10,yes,31.0,3.0,17.0,3.02657603,101.3823145,2.0,2016-01-05 06:18:02,Sunday,70,4.99
indian,male,moderate,57.0,yes,toddler,big,green,formal,brown,short_sleeve,yellow,long,blankets,3,9,no,25.0,4.0,7.0,2.992505038,101.5230118,2.0,2016-01-05 06:48:32,Sunday,70,4.99
indian,male,fat,30.0,yes,toddler ,big,green,traditional,white,long sleeve,orange,short,blankets,4,9,no,41.0,3.0,7.0,3.087686929,101.5213389,1.0,2016-01-05 06:49:23,Sunday,70,4.99
chinese,male,moderate,39.0,yes,young,small,brown,traditional,pink,long sleeve,brown,short,blankets,6,9,yes,30.0,3.0,15.0,3.077094496,101.6987676,3.0,2016-01-05 07:18:01,Sunday,65,4.99
foreigner ,female,thin,39.0,yes,baby,big,purple,casual,yellow,short_sleeve,orange,short,clothes,3,9,no,12.0,2.0,13.0,3.188948749,101.7017574,3.0,2016-01-05 07:33:45,Sunday,65,4.99
malay,male,fat,41.0,no,no_kids,big,black,casual,black,short_sleeve,pink,short,clothes,3,8,yes,43.0,1.0,15.0,3.077874339,101.6962796,3.0,2016-01-05 07:57:32,Sunday,65,4.99
malay,male,moderate,59.0,no,no_kids,big,yellow,formal,red,long sleeve,black ,short,blankets,5,7,yes,60.0,0.0,12.0,3.074720018,101.6674276,1.0,2016-01-05 08:56:42,Sunday,60,4.99
foreigner ,male,moderate,30.0,yes,young,big,grey,casual,purple,short_sleeve,black,long,blankets,4,9,yes,42.0,0.0,11.0,3.152927962,101.5926251,3.0,2016-01-05 09:30:41,Sunday,55,4.99
malay,female,fat,42.0,no,no_kids,big,purple,traditional,pink,long sleeve,purple,short,blankets,5,7,yes,22.0,1.0,20.0,3.068778554,101.6928567,3.0,2016-01-05 12:21:55,Sunday,40,4.99
indian,male,thin,57.0,yes,baby,big,purple,casual,yellow,short_sleeve,grey,long,blankets,6,10,yes,58.0,3.0,20.0,3.134299495,101.7065635,2.0,2016-01-05 12:22:13,Sunday,40,4.99
indian,female,fat,27.0,no,no_kids,big,white,formal,black,long sleeve,yellow,short,clothes,4,9,no,24.0,2.0,14.0,3.197348286,101.7774649,3.0,2016-01-05 13:44:23,Sunday,35,4.99
indian,female,thin,23.0,yes,baby,small,red,formal,grey,long sleeve,red,long,clothes,4,8,no,16.0,2.0,15.0,3.175564219,101.7796675,1.0,2016-01-05 14:30:45,Sunday,35,4.99
chinese,female,thin,57.0,yes,toddler,small,purple,traditional,purple,short_sleeve,blue ,long,clothes,4,7,yes,18.0,5.0,9.0,3.001978833,101.5479445,3.0,2016-01-05 15:12:29,Sunday,40,4.99
foreigner ,male,moderate,20.0,yes,toddler,big,red,casual,purple,short_sleeve,blue  ,long,clothes,4,7,no,42.0,1.0,16.0,3.114587969,101.7382439,3.0,2016-01-05 15:22:19,Sunday,40,4.99
malay,female,thin,21.0,no,no_kids,small,blue,traditional,orange,short_sleeve,grey,long,clothes,5,8,no,51.0,1.0,14.0,3.08801767,101.649898,3.0,2016-01-05 15:58:19,Sunday,40,4.99
malay,male,fat,41.0,no,no_kids,small,red,casual,black,long sleeve,orange,long,clothes,6,7,yes,32.0,1.0,10.0,3.079690985,101.5412876,2.0,2016-01-05 16:14:36,Sunday,45,4.99
indian,male,fat,42.0,no,no_kids,big,black,traditional,black ,short_sleeve,black ,long,clothes,5,9,yes,48.0,1.0,20.0,3.1769133,101.6323758,3.0,2016-01-05 16:41:51,Sunday,45,4.99
chinese,female,fat,19.0,no,no_kids,small,yellow,casual,black ,long sleeve,grey,short,clothes,4,7,no,24.0,3.0,11.0,3.064167798,101.615291,2.0,2016-01-05 17:05:11,Sunday,55,4.99
foreigner ,female,moderate,57.0,no,no_kids,small,yellow,traditional,white,short_sleeve,black,short,clothes,3,8,no,30.0,5.0,17.0,3.171439094,101.7021132,1.0,2016-01-05 19:15:39,Sunday,70,4.99
chinese,female,thin,22.0,yes,baby,big,purple,formal,green,long sleeve,red,long,clothes,4,9,yes,21.0,0.0,15.0,3.153676658,101.5646247,3.0,2016-01-05 20:44:09,Sunday,70,4.99
foreigner ,male,fat,22.0,yes,toddler ,big,brown,casual,grey,short_sleeve,brown,long,clothes,5,7,no,24.0,3.0,7.0,3.12387977,101.6770755,2.0,2016-01-05 21:38:07,Sunday,70,4.99
indian,male,thin,58.0,yes,young,big,purple,formal,orange,long sleeve,grey,short,clothes,3,8,yes,58.0,4.0,13.0,3.09401888,101.6664241,3.0,2016-01-05 22:44:50,Sunday,70,4.99
malay,female,fat,54.0,yes,young,big,black,casual,red,short_sleeve,yellow,short,blankets,6,7,yes,54.0,2.0,16.0,3.149446449,101.5791797,2.0,2016-01-05 22:53:01,Sunday,70,4.99
chinese,female,thin,35.0,no,no_kids,small,green,casual,black ,long sleeve,black,long,blankets,6,8,no,13.0,5.0,17.0,3.088143614,101.6547116,3.0,2016-01-05 23:17:27,Sunday,65,4.99
indian,female,thin,19.0,yes,toddler ,big,white,casual,brown,long sleeve,brown,long,clothes,4,8,no,56.0,2.0,18.0,3.147641846,101.5815321,3.0,2016-01-05 23:26:25,Sunday,65,4.99
chinese,male,fat,45.0,yes,toddler,big,purple,formal,black ,long sleeve,yellow,long,blankets,4,10,no,27.0,5.0,21.0,3.007524775,101.4549839,1.0,2016-01-06 00:42:04,Wednesday,50,3.48
foreigner ,male,fat,25.0,no,no_kids,big,orange,traditional,orange,long sleeve,blue  ,long,blankets,5,9,no,28.0,1.0,7.0,3.100053608,101.7038608,1.0,2016-01-06 00:43:52,Wednesday,50,3.48
foreigner ,female,moderate,28.0,no,no_kids,small,white,traditional,grey,short_sleeve,black,long,clothes,5,8,no,12.0,5.0,10.0,3.164903229,101.6245923,3.0,2016-01-06 00:48:30,Wednesday,50,3.48
indian,male,fat,50.0,no,no_kids,big,white,traditional,brown,short_sleeve,blue_jeans,short,blankets,3,8,yes,23.0,5.0,10.0,3.116333186,101.6940615,3.0,2016-01-06 01:45:22,Wednesday,50,3.48
chinese,female,moderate,30.0,yes,toddler,small,red,formal,red,long sleeve,blue,long,blankets,3,10,yes,12.0,2.0,7.0,3.148014521,101.7852052,3.0,2016-01-06 01:59:06,Wednesday,50,3.48
malay,female,moderate,34.0,no,no_kids,small,yellow,casual,white,long sleeve,pink,short,blankets,6,8,yes,21.0,4.0,17.0,3.092999269,101.7238482,1.0,2016-01-06 05:27:12,Wednesday,45,3.48
chinese,male,moderate,31.0,no,no_kids,small,red,formal,grey,long sleeve,grey,short,blankets,4,10,yes,20.0,5.0,21.0,3.074980896,101.6562366,3.0,2016-01-06 06:42:46,Wednesday,35,3.48
indian,female,thin,22.0,yes,young,big,purple,casual,pink,short_sleeve,white,short,clothes,6,7,no,39.0,5.0,21.0,3.080102776,101.6859814,3.0,2016-01-06 07:06:22,Wednesday,30,3.48
foreigner ,female,moderate,45.0,no,no_kids,small,orange,traditional,black,long sleeve,black,short,blankets,5,7,yes,59.0,5.0,7.0,3.111978618,101.7110719,2.0,2016-01-06 07:18:43,Wednesday,30,3.48
chinese,male,moderate,23.0,no,no_kids,small,orange,formal,blue,long sleeve,blue,long,blankets,3,7,no,18.0,0.0,8.0,3.136184491,101.7749876,1.0,2016-01-06 07:56:36,Wednesday,30,3.48
chinese,female,fat,37.0,yes,toddler ,small,blue,casual,brown,short_sleeve,yellow,short,blankets,3,9,no,60.0,3.0,18.0,3.01406417,101.4236187,2.0,2016-01-06 08:19:18,Wednesday,25,3.48
